-2.650870311125699472e-02,-2.893431223411527600e-02,5.252842256840732915e-01,9.996959567070007324e-01,1.536066737025976181e-02,-1.928246580064296722e-02,-4.913412849418818951e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000089e+00,2.000000000000000111e-01,-5.000000000000000000e-01,0.000000000000000000e+00,1.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e-01,9.074513614177703857e-02,1.389597058296203613e-01,2.798528671264648438e-01,1.191565394401550293e-01,-1.288890689611434937e-01,-1.740043610334396362e-01,4.330803081393241882e-02,-2.586481273174285889e-01,-6.147695332765579224e-02,1.403341442346572876e-01,-1.569910198450088501e-01,2.515404820442199707e-01
-2.626933935357051234e-02,-2.806440345011651863e-02,5.252073223143817193e-01,9.996883273124694824e-01,1.564948074519634247e-02,-1.939606666564941406e-02,-1.459382358007133007e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000089e+00,2.000000000000000111e-01,-5.000000000000000000e-01,0.000000000000000000e+00,1.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e-01,9.227427095174789429e-02,1.381038576364517212e-01,2.821568548679351807e-01,1.188719868659973145e-01,-1.309634298086166382e-01,-1.739219576120376587e-01,4.368597269058227539e-02,-2.594377994537353516e-01,-6.071276217699050903e-02,1.412250697612762451e-01,-1.575210839509963989e-01,2.522847354412078857e-01
-2.598280967678875258e-02,-2.750036630779505165e-02,5.250906747662359431e-01,9.996859431266784668e-01,1.585781946778297424e-02,-1.929997280240058899e-02,-2.034080447629094124e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000089e+00,2.000000000000000111e-01,-5.000000000000000000e-01,0.000000000000000000e+00,1.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e-01,9.282787889242172241e-02,1.372461318969726562e-01,2.828079164028167725e-01,1.188369244337081909e-01,-1.313916742801666260e-01,-1.735981255769729614e-01,4.328629001975059509e-02,-2.602241933345794678e-01,-6.057636439800262451e-02,1.420365124940872192e-01,-1.579622626304626465e-01,2.524988055229187012e-01
-2.558665281265146835e-02,-2.700614906433556478e-02,5.249919605669048916e-01,9.996865987777709961e-01,1.597199775278568268e-02,-1.913508400321006775e-02,-2.337137470021843910e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000089e+00,2.000000000000000111e-01,-5.000000000000000000e-01,0.000000000000000000e+00,1.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e-01,9.293310344219207764e-02,1.367984116077423096e-01,2.829849720001220703e-01,1.190609484910964966e-01,-1.317456066608428955e-01,-1.732991933822631836e-01,4.244113340973854065e-02,-2.606199085712432861e-01,-6.049847975373268127e-02,1.430716961622238159e-01,-1.588263511657714844e-01,2.525048553943634033e-01
-2.521169334857000649e-02,-2.670608354628914438e-02,5.249291938460536322e-01,9.996896386146545410e-01,1.600017026066780090e-02,-1.893955469131469727e-02,-2.430013613775372505e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000089e+00,2.000000000000000111e-01,-5.000000000000000000e-01,0.000000000000000000e+00,1.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e-01,9.263910353183746338e-02,1.369399428367614746e-01,2.831568419933319092e-01,1.192882359027862549e-01,-1.320783197879791260e-01,-1.731519997119903564e-01,4.156782105565071106e-02,-2.606149315834045410e-01,-6.042407453060150146e-02,1.440252065658569336e-01,-1.596636623144149780e-01,2.521292269229888916e-01
-2.477780425403681638e-02,-2.641240981303983812e-02,5.249035459260146252e-01,9.996953010559082031e-01,1.599795185029506683e-02,-1.865536533296108246e-02,-2.315315650776028633e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000089e+00,2.000000000000000111e-01,-5.000000000000000000e-01,0.000000000000000000e+00,1.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e-01,9.206698089838027954e-02,1.372689306735992432e-01,2.831104695796966553e-01,1.195222437381744385e-01,-1.321225315332412720e-01,-1.732081174850463867e-01,4.076695442199707031e-02,-2.605008780956268311e-01,-6.065154448151588440e-02,1.448899656534194946e-01,-1.603502780199050903e-01,2.516159713268280029e-01
-2.433151277454777273e-02,-2.616739139581720358e-02,5.249314153194428734e-01,9.997023940086364746e-01,1.597832515835762024e-02,-1.830571703612804413e-02,-2.162533812224864960e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000089e+00,2.000000000000000111e-01,-5.000000000000000000e-01,0.000000000000000000e+00,1.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e-01,9.120960533618927002e-02,1.376095116138458252e-01,2.829824686050415039e-01,1.198128312826156616e-01,-1.318550109863281250e-01,-1.732310205698013306e-01,4.011474177241325378e-02,-2.603192031383514404e-01,-6.111593917012214661e-02,1.454424709081649780e-01,-1.608457565307617188e-01,2.511397600173950195e-01
-2.388730392636110797e-02,-2.598295104327715682e-02,5.249638084404999461e-01,9.997092485427856445e-01,1.595054008066654205e-02,-1.796497032046318054e-02,-2.064489526674151421e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000089e+00,2.000000000000000111e-01,-5.000000000000000000e-01,0.000000000000000000e+00,1.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e-01,9.033662080764770508e-02,1.379140317440032959e-01,2.829321026802062988e-01,1.200628280639648438e-01,-1.315245181322097778e-01,-1.733637154102325439e-01,3.992842137813568115e-02,-2.600251734256744385e-01,-6.163037195801734924e-02,1.453757882118225098e-01,-1.609801650047302246e-01,2.510017752647399902e-01
-2.392308226993514891e-02,-2.605291483302911437e-02,5.249696246617371331e-01,9.997155070304870605e-01,1.590911112725734711e-02,-1.766232959926128387e-02,-1.967862248420715332e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000089e+00,2.000000000000000111e-01,-5.000000000000000000e-01,0.000000000000000000e+00,1.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e-01,8.968487381935119629e-02,1.383238732814788818e-01,2.830466628074645996e-01,1.202916651964187622e-01,-1.314490586519241333e-01,-1.734831631183624268e-01,4.014586284756660461e-02,-2.597365379333496094e-01,-6.217786669731140137e-02,1.451626420021057129e-01,-1.612295359373092651e-01,2.507862150669097900e-01
-2.361169733521011407e-02,-2.601315045936240453e-02,5.249543570809894755e-01,9.997196793556213379e-01,1.586255244910717010e-02,-1.746479421854019165e-02,-1.956237712875008583e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.100000000000000089e+00,2.000000000000000111e-01,-5.000000000000000000e-01,0.000000000000000000e+00,1.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e-01,8.960870653390884399e-02,1.386843174695968628e-01,2.835750579833984375e-01,1.203532367944717407e-01,-1.315515190362930298e-01,-1.736039668321609497e-01,4.047740995883941650e-02,-2.595368921756744385e-01,-6.260712444782257080e-02,1.449677199125289917e-01,-1.615616232156753540e-01,2.504556179046630859e-01
